"","X1","Fixed_effect","Df","Sum Sq","Mean Sq","F value","Pr(>F)","data_class","row"
"61",5,"exp_env_factor",1,0.831485373172036,0.831485373172036,1.24060887673529e+31,1.84752444716914e-181,"NoError_anova",1008
"62",6,"gen_factor",1,10.9523134158397,10.9523134158397,1.63412823398716e+32,3.53738799433427e-188,"NoError_anova",1008
"63",7,"exp_env_factor:gen_factor",1,0.216201210988283,0.216201210988283,3.22580709375255e+30,5.97818215484567e-178,"NoError_anova",1008
"64",8,"Residuals",12,8.0426834477611e-31,6.70223620646758e-32,NA,NA,"NoError_anova",1008
"65",1,"exp_env_factor",1,10.1162800349623,10.1162800349623,12.7341510397294,0.00386306557612308,"Raw_anova",1009
"66",2,"gen_factor",1,0.0472554743526985,0.0472554743526985,0.0594841528488357,0.811432990834463,"Raw_anova",1009
"67",3,"exp_env_factor:gen_factor",1,0.400497772716309,0.400497772716309,0.50413779682046,0.4912556710778,"Raw_anova",1009
"68",4,"Residuals",12,9.53305485703797,0.794421238086497,NA,NA,"Raw_anova",1009
"69",5,"exp_env_factor",1,10.447199208126,10.447199208126,4.16308208970376e+31,1.29392663251791e-184,"NoError_anova",1009
"70",6,"gen_factor",1,1.41684277047354,1.41684277047354,5.64594648209329e+30,2.0795959195174e-179,"NoError_anova",1009
"71",7,"exp_env_factor:gen_factor",1,0.135958021400515,0.135958021400515,5.41776214436305e+29,2.66366677523156e-173,"NoError_anova",1009
"72",8,"Residuals",12,3.01138406104388e-30,2.50948671753657e-31,NA,NA,"NoError_anova",1009
"73",1,"exp_env_factor",3,8.64573294209165,2.88191098069722,8.40538207719019,0.00139279177429358,"Raw_anova",100
"74",2,"gen_factor",3,19.3762165962207,6.45873886540689,18.837558919814,1.68169794355998e-05,"Raw_anova",100
"75",3,"exp_env_factor:gen_factor",9,6.75028092558877,0.750031213954308,2.18754117158038,0.0824124284560838,"Raw_anova",100
"76",4,"Residuals",16,5.48583934289988,0.342864958931242,NA,NA,"Raw_anova",100
"77",5,"exp_env_factor",3,7.51048711903136,2.50349570634379,7.65090811736567e+30,1.8613732573107e-241,"NoError_anova",100
"78",6,"gen_factor",3,14.9123613973032,4.97078713243441,1.51911726969891e+31,7.70560874351032e-244,"NoError_anova",100
"79",7,"exp_env_factor:gen_factor",9,7.57715148366544,0.841905720407271,2.57293962757691e+30,1.51580030103328e-239,"NoError_anova",100
"80",8,"Residuals",16,5.23544796082226e-30,3.27215497551392e-31,NA,NA,"NoError_anova",100
"81",1,"exp_env_factor",1,9.15768452611636,9.15768452611636,8.73585141546335,0.0120174546319939,"Raw_anova",1010
"82",2,"gen_factor",1,6.33758715641477e-05,6.33758715641477e-05,6.04565701876908e-05,0.993923973515029,"Raw_anova",1010
"83",3,"exp_env_factor:gen_factor",1,3.42093590478107,3.42093590478107,3.26335632995045,0.0959676989878327,"Raw_anova",1010
"84",4,"Residuals",12,12.5794509415391,1.04828757846159,NA,NA,"Raw_anova",1010
"85",5,"exp_env_factor",1,11.4987773743744,11.4987773743744,1.41258041730179e+32,8.47852708192987e-188,"NoError_anova",1010
"86",6,"gen_factor",1,0.0664811984808068,0.0664811984808068,8.1669586283168e+29,2.27006015638491e-174,"NoError_anova",1010
"87",7,"exp_env_factor:gen_factor",1,0.434741427144753,0.434741427144753,5.34063063037536e+30,2.90298135165837e-179,"NoError_anova",1010
"88",8,"Residuals",12,9.76831667793206e-31,8.14026389827672e-32,NA,NA,"NoError_anova",1010
"89",1,"exp_env_factor",1,0.245242542633793,0.245242542633793,0.18354460000052,0.675933878309608,"Raw_anova",1011
"90",2,"gen_factor",1,0.498299364641928,0.498299364641928,0.372937568586084,0.552798549873678,"Raw_anova",1011
"91",3,"exp_env_factor:gen_factor",1,14.4174233185443,14.4174233185443,10.7902983210864,0.00652114124069891,"Raw_anova",1011
"92",4,"Residuals",12,16.0337624293887,1.33614686911573,NA,NA,"Raw_anova",1011
"93",5,"exp_env_factor",1,6.26267433169711,6.26267433169711,1.52426551211707e+32,5.37076016290051e-188,"NoError_anova",1011
"94",6,"gen_factor",1,0.0317577785597082,0.0317577785597082,7.72949127420083e+29,3.15859564381641e-174,"NoError_anova",1011
"95",7,"exp_env_factor:gen_factor",1,5.70556788974318,5.70556788974318,1.38867197953456e+32,9.39293819820356e-188,"NoError_anova",1011
"96",8,"Residuals",12,4.93038065763132e-31,4.1086505480261e-32,NA,NA,"NoError_anova",1011
"97",1,"exp_env_factor",1,0.257632524815997,0.257632524815997,0.327369418931842,0.577773887310202,"Raw_anova",1012
"98",2,"gen_factor",1,1.6120399577628,1.6120399577628,2.04839270447172,0.177891450749022,"Raw_anova",1012
"99",3,"exp_env_factor:gen_factor",1,0.0620556603576757,0.0620556603576757,0.0788531086563439,0.783640525370241,"Raw_anova",1012
"100",4,"Residuals",12,9.44373578900364,0.78697798241697,NA,NA,"Raw_anova",1012
"101",5,"exp_env_factor",1,2.39085148504048,2.39085148504048,3.14544188893555e+31,6.95519807590965e-184,"NoError_anova",1012
"102",6,"gen_factor",1,8.34815456569752,8.34815456569752,1.09829636974749e+32,3.83779887212135e-187,"NoError_anova",1012
"103",7,"exp_env_factor:gen_factor",1,1.26099394926201,1.26099394926201,1.65898351048596e+31,3.2310753298891e-182,"NoError_anova",1012
"104",8,"Residuals",12,9.12120421661795e-31,7.60100351384829e-32,NA,NA,"NoError_anova",1012
"105",1,"exp_env_factor",1,13.256351585208,13.256351585208,24.4480075790851,0.000339510370266521,"Raw_anova",1013
"106",2,"gen_factor",1,0.705246823222178,0.705246823222178,1.3006504518559,0.276345356198907,"Raw_anova",1013
"107",3,"exp_env_factor:gen_factor",1,8.41888030426893,8.41888030426893,15.5265080413109,0.00196159593462472,"Raw_anova",1013
"108",4,"Residuals",12,6.50671505675513,0.542226254729594,NA,NA,"Raw_anova",1013
"109",5,"exp_env_factor",1,9.1927967789256,9.1927967789256,2.98323311477278e+32,9.55600465142063e-190,"NoError_anova",1013
"110",6,"gen_factor",1,0.348180257328199,0.348180257328199,1.12990953520566e+31,3.23696093178142e-181,"NoError_anova",1013
"111",7,"exp_env_factor:gen_factor",1,2.4590229637462,2.4590229637462,7.97998575607774e+31,2.60847574399789e-186,"NoError_anova",1013
"112",8,"Residuals",12,3.69778549322349e-31,3.08148791101958e-32,NA,NA,"NoError_anova",1013
"113",1,"exp_env_factor",1,22.8382421290241,22.8382421290241,21.9271461527926,0.000529856617115194,"Raw_anova",1014
"114",2,"gen_factor",1,10.7007891460039,10.7007891460039,10.2738978871082,0.00755794710572814,"Raw_anova",1014
"115",3,"exp_env_factor:gen_factor",1,0.773638452718299,0.773638452718299,0.742775355753676,0.405666601588063,"Raw_anova",1014
"116",4,"Residuals",12,12.4986126164615,1.04155105137179,NA,NA,"Raw_anova",1014
"117",5,"exp_env_factor",1,2.65388252782938,2.65388252782938,6.31615549832037e+31,1.06091995693757e-185,"NoError_anova",1014
"118",6,"gen_factor",1,9.31525523203271,9.31525523203271,2.21700093862797e+32,5.67288836924585e-189,"NoError_anova",1014
"119",7,"exp_env_factor:gen_factor",1,0.0308622401379058,0.0308622401379058,7.34511440101127e+29,4.28951423446615e-174,"NoError_anova",1014
"120",8,"Residuals",12,5.04208459440578e-31,4.20173716200482e-32,NA,NA,"NoError_anova",1014
"121",1,"exp_env_factor",1,0.340103088929695,0.340103088929695,0.393344308754781,0.542295969006807,"Raw_anova",1015
"122",2,"gen_factor",1,0.123551673611661,0.123551673611661,0.142892991078718,0.712023555487383,"Raw_anova",1015
"123",3,"exp_env_factor:gen_factor",1,0.0957252882159937,0.0957252882159937,0.110710542036435,0.745077377845214,"Raw_anova",1015
"124",4,"Residuals",12,10.3757369213664,0.864644743447202,NA,NA,"Raw_anova",1015
"125",5,"exp_env_factor",1,10.6127445245406,10.6127445245406,1.3065683474856e+32,1.35396270593461e-187,"NoError_anova",1015
"126",6,"gen_factor",1,1.3472852898926,1.3472852898926,1.65868528233777e+31,3.23456254060399e-182,"NoError_anova",1015
"127",7,"exp_env_factor:gen_factor",1,0.0399701855667538,0.0399701855667538,4.92085522118102e+29,4.74412336415813e-173,"NoError_anova",1015
"128",8,"Residuals",12,9.7471314485438e-31,8.12260954045317e-32,NA,NA,"NoError_anova",1015
"129",1,"exp_env_factor",1,10.7183894574971,10.7183894574971,7.84299163519025,0.0160283618080378,"Raw_anova",1016
"130",2,"gen_factor",1,5.53307146185074,5.53307146185074,4.04872703723705,0.0672065373644511,"Raw_anova",1016
"131",3,"exp_env_factor:gen_factor",1,5.70715244384219,5.70715244384219,4.17610771238593,0.0635911228728245,"Raw_anova",1016
"132",4,"Residuals",12,16.3994403503971,1.36662002919976,NA,NA,"Raw_anova",1016
"133",5,"exp_env_factor",1,8.18904021484648,8.18904021484648,2.58218184910705e+32,2.27236742760668e-189,"NoError_anova",1016
"134",6,"gen_factor",1,3.71393696306198,3.71393696306198,1.17108481130181e+32,2.61137600759944e-187,"NoError_anova",1016
"135",7,"exp_env_factor:gen_factor",1,0.0970228220915357,0.0970228220915357,3.0593398442433e+30,8.21548414957785e-178,"NoError_anova",1016
"136",8,"Residuals",12,3.80563757010918e-31,3.17136464175765e-32,NA,NA,"NoError_anova",1016
"137",1,"exp_env_factor",1,0.000814659611943582,0.000814659611943582,0.00117683022694806,0.973197994998022,"Raw_anova",1017
"138",2,"gen_factor",1,0.470143059837281,0.470143059837281,0.679153054471886,0.425955553338278,"Raw_anova",1017
"139",3,"exp_env_factor:gen_factor",1,10.4476062762516,10.4476062762516,15.09226514349,0.00216864055207562,"Raw_anova",1017
"140",4,"Residuals",12,8.3069886543239,0.692249054526991,NA,NA,"Raw_anova",1017
"141",5,"exp_env_factor",1,1.03269134736404,1.03269134736404,3.14182033520766e+31,7.00344015090801e-184,"NoError_anova",1017
"142",6,"gen_factor",1,0.0067210519391455,0.0067210519391455,2.04478692595749e+29,9.21533529630145e-171,"NoError_anova",1017
"143",7,"exp_env_factor:gen_factor",1,10.9605876006968,10.9605876006968,3.33460690821058e+32,4.89927284318427e-190,"NoError_anova",1017
"144",8,"Residuals",12,3.94430452610506e-31,3.28692043842088e-32,NA,NA,"NoError_anova",1017
"145",1,"exp_env_factor",1,2.61952181267876,2.61952181267876,2.66301850212248,0.128652635371229,"Raw_anova",1018
"146",2,"gen_factor",1,10.7112598058712,10.7112598058712,10.8891183520654,0.00634231937569817,"Raw_anova",1018
"147",3,"exp_env_factor:gen_factor",1,9.07770674033999,9.07770674033999,9.228440431136,0.010315298017541,"Raw_anova",1018
"148",4,"Residuals",12,11.8039967529671,0.983666396080594,NA,NA,"Raw_anova",1018
"149",5,"exp_env_factor",1,0.39832190132866,0.39832190132866,9.89256484512636e+29,7.18697385913443e-175,"NoError_anova",1018
"150",6,"gen_factor",1,4.80805761423609,4.80805761423609,1.19411012975379e+31,2.32344932266497e-181,"NoError_anova",1018
"151",7,"exp_env_factor:gen_factor",1,6.79362048443524,6.79362048443524,1.68723665335193e+31,2.91973537097118e-182,"NoError_anova",1018
"152",8,"Residuals",12,4.8317730444787e-30,4.02647753706558e-31,NA,NA,"NoError_anova",1018
"153",1,"exp_env_factor",1,10.1333276801079,10.1333276801079,11.5443458462314,0.00529218357846938,"Raw_anova",1019
"154",2,"gen_factor",1,0.992892404014689,0.992892404014689,1.13114799618516,0.308464886906585,"Raw_anova",1019
"155",3,"exp_env_factor:gen_factor",1,0.985818100937539,0.985818100937539,1.12308862971426,0.310119770106613,"Raw_anova",1019
"156",4,"Residuals",12,10.5332890906929,0.877774090891078,NA,NA,"Raw_anova",1019
"157",5,"exp_env_factor",1,11.3907059406666,11.3907059406666,1.64899423807297e+32,3.35030750919607e-188,"NoError_anova",1019
"158",6,"gen_factor",1,0.186616099184972,0.186616099184972,2.70157858424764e+30,1.73258228637482e-177,"NoError_anova",1019
"159",7,"exp_env_factor:gen_factor",1,0.422677960148398,0.422677960148398,6.11896685311459e+30,1.28330798324283e-179,"NoError_anova",1019
"160",8,"Residuals",12,8.28920248064266e-31,6.90766873386889e-32,NA,NA,"NoError_anova",1019
"161",1,"exp_env_factor",7,138.634831841313,19.8049759773305,70.6606024645025,1.1507370069012e-27,"Raw_anova",101
"162",2,"gen_factor",7,6.30093322713414,0.90013331816202,3.21151424937367,0.00558782665017058,"Raw_anova",101
"163",3,"exp_env_factor:gen_factor",49,10.8975505356415,0.222398990523295,0.793479713172134,0.799739392583392,"Raw_anova",101
"164",4,"Residuals",64,17.9381213624086,0.280283146287634,NA,NA,"Raw_anova",101
"165",5,"exp_env_factor",7,120.166818391342,17.1666883416203,5.06548991470313e+30,0,"NoError_anova",101
"166",6,"gen_factor",7,2.81557940376255,0.402225629108936,1.18687415251002e+29,0,"NoError_anova",101
"167",7,"exp_env_factor:gen_factor",49,3.01760220489526,0.0615837184672502,1.81719210250618e+28,0,"NoError_anova",101
"168",8,"Residuals",64,2.16892753191493e-28,3.38894926861707e-30,NA,NA,"NoError_anova",101
"169",1,"exp_env_factor",1,10.7631479601756,10.7631479601756,8.53852049782084,0.0127909274970826,"Raw_anova",1020
"170",2,"gen_factor",1,0.164751650207546,0.164751650207546,0.130699247799246,0.723993548212684,"Raw_anova",1020
"171",3,"exp_env_factor:gen_factor",1,0.000850353314941947,0.000850353314941947,0.000674594387895347,0.97970583842056,"Raw_anova",1020
"172",4,"Residuals",12,15.1264818717798,1.26054015598165,NA,NA,"Raw_anova",1020
"173",5,"exp_env_factor",1,6.63140562016128,6.63140562016128,2.22622154542459e+32,5.53336361784452e-189,"NoError_anova",1020
"174",6,"gen_factor",1,4.2844324430684,4.2844324430684,1.4383218824191e+32,7.60786806964819e-188,"NoError_anova",1020
"175",7,"exp_env_factor:gen_factor",1,1.08416193677032,1.08416193677032,3.63962755502299e+31,2.89772944252357e-184,"NoError_anova",1020
"176",8,"Residuals",12,3.57452597678271e-31,2.97877164731892e-32,NA,NA,"NoError_anova",1020
"177",1,"exp_env_factor",1,0.185661037269474,0.185661037269474,0.181168478101575,0.677904975076034,"Raw_anova",1021
"178",2,"gen_factor",1,18.4354374472418,18.4354374472418,17.9893433462074,0.00114464881390074,"Raw_anova",1021
"179",3,"exp_env_factor:gen_factor",1,2.91021025914196,2.91021025914196,2.83979003542401,0.117762273724059,"Raw_anova",1021
"180",4,"Residuals",12,12.2975722409313,1.02479768674427,NA,NA,"Raw_anova",1021
"181",5,"exp_env_factor",1,0.00864086410571227,0.00864086410571227,8.71747374697853e+28,1.53481350026265e-168,"NoError_anova",1021
"182",6,"gen_factor",1,11.3706614668851,11.3706614668851,1.14714734094502e+32,2.95586287494226e-187,"NoError_anova",1021
"183",7,"exp_env_factor:gen_factor",1,0.62069766900922,0.62069766900922,6.26200755873666e+30,1.11716668074959e-179,"NoError_anova",1021
"184",8,"Residuals",12,1.18945433365356e-30,9.91211944711297e-32,NA,NA,"NoError_anova",1021
"185",1,"exp_env_factor",1,7.65708866137741,7.65708866137741,7.90093203555902,0.0157243176438568,"Raw_anova",1022
"186",2,"gen_factor",1,5.80065614854783,5.80065614854783,5.98538060849352,0.0307894749921198,"Raw_anova",1022
"187",3,"exp_env_factor:gen_factor",1,0.576412645389999,0.576412645389999,0.594768760956717,0.455498982223487,"Raw_anova",1022
"188",4,"Residuals",12,11.6296486949881,0.969137391249011,NA,NA,"Raw_anova",1022
"189",5,"exp_env_factor",1,4.02870692401349,4.02870692401349,5.71536675014009e+31,1.93256840887616e-185,"NoError_anova",1022
"190",6,"gen_factor",1,7.88995906082289,7.88995906082289,1.11931720342839e+32,3.4251565580531e-187,"NoError_anova",1022
"191",7,"exp_env_factor:gen_factor",1,0.0813340151636176,0.0813340151636176,1.15385341919693e+30,2.85427393457541e-175,"NoError_anova",1022
"192",8,"Residuals",12,8.45868431574874e-31,7.04890359645728e-32,NA,NA,"NoError_anova",1022
"193",1,"exp_env_factor",1,8.79082157732145,8.79082157732145,7.873938186286,0.0158651128791035,"Raw_anova",1023
"194",2,"gen_factor",1,2.07180802935421,2.07180802935421,1.85571828679484,0.19814221678726,"Raw_anova",1023
"195",3,"exp_env_factor:gen_factor",1,4.76754531679141,4.76754531679141,4.27028996033509,0.0610684347925134,"Raw_anova",1023
"196",4,"Residuals",12,13.3973440522544,1.11644533768786,NA,NA,"Raw_anova",1023
"197",5,"exp_env_factor",1,8.68930229238114,8.68930229238114,1.56657767345799e+32,4.55709311795992e-188,"NoError_anova",1023
"198",6,"gen_factor",1,0.32907158236746,0.32907158236746,5.9327685533321e+30,1.54473882677937e-179,"NoError_anova",1023
"199",7,"exp_env_factor:gen_factor",1,2.98162612525139,2.98162612525139,5.37551665398201e+31,2.79176095741711e-185,"NoError_anova",1023
"200",8,"Residuals",12,6.65601388780229e-31,5.54667823983524e-32,NA,NA,"NoError_anova",1023
"201",1,"exp_env_factor",1,5.42450751525993,5.42450751525993,6.40344514465598,0.0263950026539563,"Raw_anova",1024
"202",2,"gen_factor",1,0.912100742827726,0.912100742827726,1.07670365589261,0.319893581453654,"Raw_anova",1024
"203",3,"exp_env_factor:gen_factor",1,0.0483056626007402,0.0483056626007402,0.0570231785595154,0.815293750532736,"Raw_anova",1024
"204",4,"Residuals",12,10.1654794743488,0.84712328952907,NA,NA,"Raw_anova",1024
"205",5,"exp_env_factor",1,7.01865732390129,7.01865732390129,5.09929370905202e+31,3.83123980751586e-185,"NoError_anova",1024
"206",6,"gen_factor",1,3.9384248213683,3.9384248213683,2.86139983594676e+31,1.22723635478729e-183,"NoError_anova",1024
"207",7,"exp_env_factor:gen_factor",1,1.04291785473042,1.04291785473042,7.57715359257459e+30,3.55928656544299e-180,"NoError_anova",1024
"208",8,"Residuals",12,1.65167752030649e-30,1.37639793358875e-31,NA,NA,"NoError_anova",1024
"209",1,"exp_env_factor",1,3.19062289145461,3.19062289145461,4.65199876827073,0.0520032460178985,"Raw_anova",1025
"210",2,"gen_factor",1,11.6637431997249,11.6637431997249,17.0059956455114,0.00141096110877673,"Raw_anova",1025
"211",3,"exp_env_factor:gen_factor",1,4.39431802681495,4.39431802681495,6.4070129073804,0.0263608392242631,"Raw_anova",1025
"212",4,"Residuals",12,8.23032778052255,0.685860648376879,NA,NA,"Raw_anova",1025
"213",5,"exp_env_factor",1,5.14312565534866,5.14312565534866,3.03461763446781e+32,8.62532833746158e-190,"NoError_anova",1025
"214",6,"gen_factor",1,6.2245830967118,6.2245830967118,3.67271400667564e+32,2.74458592599669e-190,"NoError_anova",1025
"215",7,"exp_env_factor:gen_factor",1,0.632291247939538,0.632291247939538,3.73073165949492e+31,2.49824728245592e-184,"NoError_anova",1025
"216",8,"Residuals",12,2.03378202127292e-31,1.69481835106077e-32,NA,NA,"NoError_anova",1025
"217",1,"exp_env_factor",1,2.48332591501054,2.48332591501054,2.69884855109592,0.126347121314118,"Raw_anova",1026
"218",2,"gen_factor",1,2.65678549361664,2.65678549361664,2.8873623219083,0.115029095795097,"Raw_anova",1026
"219",3,"exp_env_factor:gen_factor",1,0.247598693671339,0.247598693671339,0.269087263829925,0.613376716879705,"Raw_anova",1026
"220",4,"Residuals",12,11.04171294385,0.920142745320832,NA,NA,"Raw_anova",1026
"221",5,"exp_env_factor",1,9.72100616032666,9.72100616032666,1.89278811555232e+33,1.46483091428051e-194,"NoError_anova",1026
"222",6,"gen_factor",1,1.56542858919089,1.56542858919089,3.04806372971868e+32,8.39953493827257e-190,"NoError_anova",1026
"223",7,"exp_env_factor:gen_factor",1,0.713565250482453,0.713565250482453,1.38939097816487e+32,9.36381128455125e-188,"NoError_anova",1026
"224",8,"Residuals",12,6.16297582203915e-32,5.13581318503263e-33,NA,NA,"NoError_anova",1026
"225",1,"exp_env_factor",1,5.5784384992561,5.5784384992561,4.64189562994223,0.0522213928001058,"Raw_anova",1027
"226",2,"gen_factor",1,3.43899015818778,3.43899015818778,2.86163115159107,0.116497548972548,"Raw_anova",1027
"227",3,"exp_env_factor:gen_factor",1,0.00585666107379989,0.00585666107379989,0.00487340847230812,0.945494906444991,"Raw_anova",1027
"228",4,"Residuals",12,14.4211045072348,1.20175870893623,NA,NA,"Raw_anova",1027
"229",5,"exp_env_factor",1,7.88187538025344,7.88187538025344,2.32176834963614e+31,4.30017549486382e-183,"NoError_anova",1027
"230",6,"gen_factor",1,3.71904780316562,3.71904780316562,1.09552194923134e+31,3.89648492211101e-181,"NoError_anova",1027
"231",7,"exp_env_factor:gen_factor",1,0.399076816580922,0.399076816580922,1.17556276534448e+30,2.55225796971355e-175,"NoError_anova",1027
"232",8,"Residuals",12,4.07372701836788e-30,3.39477251530657e-31,NA,NA,"NoError_anova",1027
