"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
669,"Sub2","not vetted","Markkanen, T; Rannik, U; Keronen, P; Suni, T; Vesala, T","Eddy covariance fluxes over a boreal Scots pine forest","BOREAL ENVIRONMENT RESEARCH",NA,2001,"6","1","65","78","",NA
676,"Sub2","not vetted","Riese, H; Vrijkotte, TGM; Meijer, P; Kluft, C; De Geus, EJC","Covariance of metabolic and hemostatic risk indicators in men and women","FIBRINOLYSIS & PROTEOLYSIS",NA,2001,"15","1","9","20","10.1054/fipr.2001.0099",NA
715,"Sub2","not vetted","Young, DM; Odell, PL; Hahn, W","Nonnegative-definite covariance structures for which the blu, wls, and ls estimators are equal","STATISTICS & PROBABILITY LETTERS",NA,2000,"49","3","271","276","10.1016/S0167-7152(00)00057-2",NA
736,"Sub2","not vetted","Przybylo, R; Sheldon, BC; Merila, J","Climatic effects on breeding and morphology: evidence for phenotypic plasticity","JOURNAL OF ANIMAL ECOLOGY",NA,2000,"69","3","395","403","10.1046/j.1365-2656.2000.00401.x",NA
774,"Sub2","not vetted","Snyder, RL; Paw, KT; Duce, P; Spano, D; Ferreira, MI; do Paco, TA; Connell, JH","Measuring tree and vine ET with eddy covariance","PROCEEDINGS OF THE THIRD INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS, VOLS 1 AND 2",NA,2000,"","537","53","60","10.17660/ActaHortic.2000.537.3",NA
804,"Sub2","not vetted","Phillips, PC; Arnold, SJ","Hierarchical comparison of genetic variance-covariance matrices. I. Using the Flury hierarchy","EVOLUTION",NA,1999,"53","5","1506","1515","10.2307/2640896",NA
818,"Sub2","not vetted","Pigliucci, M; Cammell, K; Schmitt, J","Evolution of phenotypic plasticity a comparative approach in the phylogenetic neighbourhood of Arabidopsis thaliana","JOURNAL OF EVOLUTIONARY BIOLOGY",NA,1999,"12","4","779","791","",NA
824,"Sub2","not vetted","Yuan, KH; Bentler, PM","On normal theory and associated test statistics in covariance structure analysis under two classes of nonnormal distributions","STATISTICA SINICA",NA,1999,"9","3","831","853","",NA
840,"Sub2","not vetted","Rao, BLSP","Covariance identities for exponential and related distributions","STATISTICS & PROBABILITY LETTERS",NA,1999,"42","3","305","311","10.1016/S0167-7152(98)00222-3",NA
862,"Sub2","not vetted","Salau, MO","On the numerical evaluation of the theoretical variance-covariance matrix of least squares estimators for echelon-form varma models","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",NA,1999,"28","3","743","766","10.1080/03610919908813576",NA
868,"Sub2","not vetted","Baldwin, IT","Inducible nicotine production in native Nicotiana as an example of adaptive phenotypic plasticity","JOURNAL OF CHEMICAL ECOLOGY",NA,1999,"25","1","3","30","10.1023/A:1020880931488",NA
871,"Sub2","not vetted","Tibshirani, R; Knight, K","The covariance inflation criterion for adaptive model selection","JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY",NA,1999,"61","","529","546","10.1111/1467-9868.00191",NA
880,"Sub2","not vetted","Campbell, NA; Lopuhaa, HP; Rousseeuw, PJ","On the calculation of a robust S-estimator of a covariance matrix","STATISTICS IN MEDICINE",NA,1998,"17","23","2685","2695","",NA
903,"Sub2","not vetted","Gardner, JPA; Palmer, NL","Size-dependent, spatial and temporal genetic variation at a leucine aminopeptidase (LAP) locus among blue mussel (Mytilus galloprovincialis) populations along a salinity gradient","MARINE BIOLOGY",NA,1998,"132","2","275","281","10.1007/s002270050393",NA
914,"Sub2","not vetted","Piepho, HP","Empirical best linear unbiased prediction in cultivar trials using factor-analytic variance-covariance structures","THEORETICAL AND APPLIED GENETICS",NA,1998,"97","2-Jan","195","201","10.1007/s001220050885",NA
926,"Sub2","not vetted","Hummel, H; Gunther, CP; Bogaards, RH; Fedyakov, V","Variation in genetic traits of the Baltic clam Macoma balthica from a tidal gradient in the subarctic","POLAR BIOLOGY",NA,1998,"19","5","342","347","10.1007/s003000050256",NA
933,"Sub2","not vetted","Hines, RJO","Comparison of two covariance structures in the analysis of clustered polytomous data using generalized estimating equations","BIOMETRICS",NA,1998,"54","1","312","316","10.2307/2534017",NA
934,"Sub2","not vetted","Abt, M; Welch, WJ","Fisher information and maximum-likelihood estimation of covariance parameters in Gaussian stochastic processes","CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE",NA,1998,"26","1","127","137","10.2307/3315678",NA
936,"Sub2","not vetted","Moser, BK; Sawyer, JK","Algorithms for sums of squares and covariance matrices using Kronecker products","AMERICAN STATISTICIAN",NA,1998,"52","1","54","57","10.2307/2685569",NA
942,"Sub2","not vetted","Van Dooren, TIM; Brendonck, L","The hatching pattern of Branchipodopsis wolfi (Crustacea : Anostraca): phenotypic plasticity, additive genetic and maternal effects","ADVANCES IN LIMNOLOGY, VOL 52: EVOLUTIONARY AND ECOLOGICAL ASPECTS OF CRUSTACEAN DIAPAUSE",NA,1998,"52","","219","227","",NA
964,"Sub2","not vetted","Dave, RD; Stahl, G","On the accuracy of VaR estimates based on the variance-covariance approach","RISK MANAGEMENT, ECONOMETRICS AND NEURAL NETWORKS",NA,1998,"","","189","232","",NA
968,"Sub2","not vetted","Deng, FW; Cushman, JH","Higher-order corrections to the flow velocity covariance tensor, revisited","WATER RESOURCES RESEARCH",NA,1998,"34","1","103","106","10.1029/97WR02610",NA
976,"Sub2","not vetted","Reynolds, BC; Crossley, DA","Spatial variation in herbivory by forest canopy arthropods along an elevation gradient","ENVIRONMENTAL ENTOMOLOGY",NA,1997,"26","6","1232","1239","10.1093/ee/26.6.1232",NA
977,"Sub2","not vetted","Jockusch, EL","Geographic variation and phenotypic plasticity of number of trunk vertebrae in slender salamanders, Batrachoseps (Caudata : Plethodontidae)","EVOLUTION",NA,1997,"51","6","1966","1982","10.2307/2411017",NA
985,"Sub2","not vetted","Bruno, JF; Edmunds, PJ","Clonal variation for phenotypic plasticity in the coral Madracis mirabilis","ECOLOGY",NA,1997,"78","7","2177","2190","10.1890/0012-9658(1997)078[2177:CVFPPI]2.0.CO;2",NA
1011,"Sub2","not vetted","Pigliucci, M; Diiorio, P; Schlichting, CD","Phenotypic plasticity of growth trajectories in two species of Lobelia in response to nutrient availability","JOURNAL OF ECOLOGY","Article",1997,"85","3","265","276","10.2307/2960500","Plant Sciences; Ecology"
1018,"Sub2","not vetted","Chippindale, AK; Leroi, AM; Saing, H; Borash, DJ; Rose, MR","Phenotypic plasticity and selection in Drosophila life history evolution .2. Diet, mates and the cost of reproduction","JOURNAL OF EVOLUTIONARY BIOLOGY","Article",1997,"10","3","269","293","10.1007/s000360050023","Ecology; Evolutionary Biology; Genetics & Heredity"
1035,"Sub2","not vetted","Grill, CP; Moore, AJ; Brodie, ED","The genetics of phenotypic plasticity in a colonizing population of the ladybird beetle, Harmonia axyridis","HEREDITY","Article",1997,"78","","261","269","","Ecology; Evolutionary Biology; Genetics & Heredity"
1051,"Sub2","not vetted","Sugiura, N; Ishibayashi, H","Reference prior bayes estimator for bivariate normal covariance matrix with risk comparison","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS","Article",1997,"26","9","2203","2221","10.1080/03610929708832042","Statistics & Probability"
1053,"Sub2","not vetted","Ehlert, R; Topp, W; Thiemermann, S; Brett, B","Phenotypic plasticity in Choleva agilis to maintain fitness in an unpredictable environment (Coleoptera: Cholevidae)","ENTOMOLOGIA GENERALIS","Article",1997,"21","3","145","159","","Entomology"
1058,"Sub2","not vetted","Fernandez, C; Boudouresque, CF","Phenotypic plasticity of Paracentrotus lividus (Echinodermata: Echinoidea) in a lagoonal environment","MARINE ECOLOGY PROGRESS SERIES","Article",1997,"152","3-Jan","145","154","10.3354/meps152145","Ecology; Marine & Freshwater Biology; Oceanography"
1067,"Sub2","not vetted","Furno, M","A robust heteroskedasticity consistent covariance matrix estimator","STATISTICS","Article",1997,"30","3","201","219","10.1080/02331889708802610","Statistics & Probability"
1070,"Sub2","not vetted","Petit, C; Thompson, JD; Bretagnolle, F","Phenotypic plasticity in relation to ploidy level and corm production in the perennial grass Arrhenatherum elatius","CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE","Article",1996,"74","12","1964","1973","10.1139/b96-235","Plant Sciences"
1083,"Sub2","not vetted","Pigliucci, M","Modelling phenotypic plasticity .2. Do genetic correlations matter?","HEREDITY","Article",1996,"77","","453","460","10.1038/hdy.1996.171","Ecology; Evolutionary Biology; Genetics & Heredity"
1100,"Sub2","not vetted","Kammenga, JE; Riksen, JAG","Comparing differences in species sensitivity to toxicants: Phenotypic plasticity versus concentration-response relationships","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","Article",1996,"15","9","1649","1653","10.1897/1551-5028(1996)015<1649:CDISST>2.3.CO;2","Environmental Sciences; Toxicology"
1143,"Sub2","not vetted","Piepho, HP","Comparing cultivar means in multilocation trials when the covariance structure is not circular","HEREDITY","Article",1996,"76","","198","203","10.1038/hdy.1996.28","Ecology; Evolutionary Biology; Genetics & Heredity"
1181,"Sub2","not vetted","Rietema, H","Ecoclinal variation in Rhodomela confervoides along a salinity gradient in the North Sea and Baltic Sea","BOTANICA MARINA","Article",1995,"38","6","475","479","10.1515/botm.1995.38.1-6.475","Plant Sciences; Marine & Freshwater Biology"
1184,"Sub2","not vetted","Chauvet, N; Drian, MJ; Privat, A","Immunocytochemical study of phenotypic plasticity of cultured dorsal root ganglion neurons during development","INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE","Article",1995,"13","7","673","683","10.1016/0736-5748(95)00066-6","Developmental Biology; Neurosciences"
1188,"Sub2","not vetted","MEERTS, P","PHENOTYPIC PLASTICITY IN THE ANNUAL WEED POLYGONUM AVICULARE","BOTANICA ACTA","Article",1995,"108","5","414","424","10.1111/j.1438-8677.1995.tb00515.x","Plant Sciences"
1207,"Sub2","not vetted","WANG, SJ; LEE, SY","A GEOMETRIC APPROACH OF THE GENERALIZED LEAST-SQUARES ESTIMATION IN ANALYSIS OF COVARIANCE-STRUCTURES","STATISTICS & PROBABILITY LETTERS","Article",1995,"24","1","39","47","10.1016/0167-7152(94)00146-Y","Statistics & Probability"
1243,"Sub2","not vetted","LIU, JS; WONG, WH; KONG, A","COVARIANCE STRUCTURE AND CONVERGENCE RATE OF THE GIBBS SAMPLER WITH VARIOUS SCANS","JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL","Article",1995,"57","1","157","169","","Statistics & Probability"
1245,"Sub2","not vetted","DONOGHUE, JR","THE EFFECTS OF WITHIN-GROUP COVARIANCE STRUCTURE ON RECOVERY IN CLUSTER-ANALYSIS .1. THE BIVARIATE CASE","MULTIVARIATE BEHAVIORAL RESEARCH","Article; Proceedings Paper",1995,"30","2","227","254","10.1207/s15327906mbr3002_6","Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Psychology, Experimental; Statistics & Probability"
1246,"Sub2","not vetted","Raudys, S; Skurikhina, M","Small sample properties of ridge-estimate of the covariance matrix in statistical and neural net classification","NEW TRENDS IN PROBABILITY AND STATISTICS, VOL 3: MULTIVARIATE STATISTICS AND MATRICES IN STATISTICS","Proceedings Paper",1995,NA,"","237","245","","Statistics & Probability"
1249,"Sub2","not vetted","LINDBORG, L; GRINDBORG, JE; GULLBERG, O; NILSSON, U; SAMUELSON, G; UOTILA, P","TEPC MEASUREMENTS WITH THE VARIANCE COVARIANCE METHOD ON BOARD AIRCRAFT","RADIATION PROTECTION DOSIMETRY","Article; Proceedings Paper",1995,"61","3-Jan","119","124","","Environmental Sciences; Public, Environmental & Occupational Health; Nuclear Science & Technology; Radiology, Nuclear Medicine & Medical Imaging"
1266,"Sub2","not vetted","MIKHAILOV, GA; TOLSTOLYTKIN, DV","THE NEW MONTE-CARLO METHOD FOR CALCULATING THE COVARIANCE FUNCTION OF THE SOLUTION TO THE GENERAL BIHARMONIC EQUATION","DOKLADY AKADEMII NAUK","Article",1994,"338","5","601","603","","Multidisciplinary Sciences"
1294,"Sub2","not vetted","FREGNAC, Y; BURKE, JP; SMITH, D; FRIEDLANDER, MJ","TEMPORAL COVARIANCE OF PRESYNAPTIC AND POSTSYNAPTIC ACTIVITY REGULATES FUNCTIONAL CONNECTIVITY IN THE VISUAL-CORTEX","JOURNAL OF NEUROPHYSIOLOGY","Review",1994,"71","4","1403","1421","","Neurosciences; Physiology"
1308,"Sub2","not vetted","SKINNER, JB","Crossover trials with asymmetric covariance within subject","AMERICAN STATISTICAL ASSOCIATION 1994 PROCEEDINGS OF THE BIOPHARMACEUTICAL SECTION","Proceedings Paper",1994,NA,"","411","413","","Pharmacology & Pharmacy; Statistics & Probability"
1309,"Sub2","not vetted","GRADY, JJ; BOYARSKY, G","The effects of an outlier while modeling the covariance matrix for incomplete longitudinal data","AMERICAN STATISTICAL ASSOCIATION 1994 PROCEEDINGS OF THE BIOPHARMACEUTICAL SECTION","Proceedings Paper",1994,NA,"","441","445","","Pharmacology & Pharmacy; Statistics & Probability"
1423,"Sub2","not vetted","GAVRILETS, S; SCHEINER, SM","THE GENETICS OF PHENOTYPIC PLASTICITY .5. EVOLUTION OF REACTION NORM SHAPE","JOURNAL OF EVOLUTIONARY BIOLOGY","Article",1993,"6","1","31","48","10.1046/j.1420-9101.1993.6010031.x","Ecology; Evolutionary Biology; Genetics & Heredity"
1425,"Sub2","not vetted","ARAD, Z; GOLDENBERG, S; HELLER, J","INTRASPECIFIC VARIATION IN RESISTANCE TO DESICCATION AND CLIMATIC GRADIENTS IN THE DISTRIBUTION OF THE BUSH-DWELLING LAND SNAIL TROCHOIDEA-SIMULATA","JOURNAL OF ZOOLOGY","Article",1993,"229","","249","265","10.1111/j.1469-7998.1993.tb02634.x","Zoology"
1430,"Sub2","not vetted","SCHEINER, SM","GENETICS AND EVOLUTION OF PHENOTYPIC PLASTICITY","ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS","Review",1993,"24","","35","68","10.1146/annurev.es.24.110193.000343","Ecology; Evolutionary Biology"
1448,"Sub2","not vetted","TANG, KL; ALGINA, J","PERFORMANCE OF 4 MULTIVARIATE TESTS UNDER VARIANCE-COVARIANCE HETEROSCEDASTICITY","MULTIVARIATE BEHAVIORAL RESEARCH","Article",1993,"28","4","391","405","10.1207/s15327906mbr2804_1","Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Psychology, Experimental; Statistics & Probability"
1449,"Sub2","not vetted","KAPLAN, D; WENGER, RN","ASYMPTOTIC INDEPENDENCE AND SEPARABILITY IN COVARIANCE STRUCTURE MODELS - IMPLICATIONS FOR SPECIFICATION ERROR, POWER, AND MODEL MODIFICATION","MULTIVARIATE BEHAVIORAL RESEARCH","Article",1993,"28","4","467","482","10.1207/s15327906mbr2804_4","Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Psychology, Experimental; Statistics & Probability"
1450,"Sub2","not vetted","CARADUS, JR; HAY, MJM; MACKAY, AD; THOMAS, VJ; DUNLOP, J; LAMBERT, MG; HART, AL; VANDENBOSCH, J; WEWALA, S","VARIATION WITHIN WHITE CLOVER (TRIFOLIUM-REPENS L) FOR PHENOTYPIC PLASTICITY OF MORPHOLOGICAL AND YIELD RELATED CHARACTERS, INDUCED BY PHOSPHORUS SUPPLY","NEW PHYTOLOGIST","Article",1993,"123","1","175","184","10.1111/j.1469-8137.1993.tb04543.x","Plant Sciences"
1489,"Sub2","not vetted","DIEPENBROCK, W; PORKSEN, N","PHENOTYPIC PLASTICITY IN GROWTH AND YIELD COMPONENTS OF LINSEED (LINUM-USITATISSIMUM L) IN RESPONSE TO SPACING AND N-NUTRITION","JOURNAL OF AGRONOMY AND CROP SCIENCE-ZEITSCHRIFT FUR ACKER UND PFLANZENBAU","Article",1992,"169","2-Jan","46","60","10.1111/j.1439-037X.1992.tb01184.x","Agronomy"
1492,"Sub2","not vetted","ZHANG, J; BOOS, DD","BOOTSTRAP CRITICAL-VALUES FOR TESTING HOMOGENEITY OF COVARIANCE MATRICES","JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION","Article",1992,"87","418","425","429","10.2307/2290273","Statistics & Probability"
1507,"Sub2","not vetted","VIA, S","MODELS OF THE EVOLUTION OF PHENOTYPIC PLASTICITY","TRENDS IN ECOLOGY & EVOLUTION","Letter",1992,"7","2","63","63","10.1016/0169-5347(92)90109-O","Ecology; Evolutionary Biology; Genetics & Heredity"
1508,"Sub2","not vetted","THOMPSON, JD","MODELS OF THE EVOLUTION OF PHENOTYPIC PLASTICITY - REPLY","TRENDS IN ECOLOGY & EVOLUTION","Letter",1992,"7","2","64","64","10.1016/0169-5347(92)90110-W","Ecology; Evolutionary Biology; Genetics & Heredity"
