"","row","n_pop","sample_size","std_dev","n_env","delta_env","delta_gen","interaction","replicate","env_scenario","seed","total_samples"
"36",36,2,4,0.5,2,0.737151482608169,0.230710933450609,1.71910623913165,1,1,61036997,16
"37",37,2,4,0.5,2,0.857939841924235,0.0932919750921428,1.85515821251553,1,1,51451253,16
"38",38,2,4,0.5,2,0.322696662507951,0.351816909387708,0.717654379729647,1,1,53239151,16
"39",39,2,4,0.5,2,0.0537580847740173,-0.705872945021838,0.905304545098916,1,1,23676509,16
"40",40,2,4,0.5,2,0.849633921636268,0.381951778195798,0.836351028329227,1,1,23926844,16
"41",41,2,4,0.5,2,0.492075614631176,0.4581532869488,1.81525076648686,1,1,26480899,16
"42",42,2,4,0.5,2,0.867518740240484,-0.5479666441679,2,1,1,79514335,16
"43",43,2,4,0.5,2,0.318591971648857,-0.251293620094657,2,1,1,55065506,16
"44",44,2,4,0.5,2,0.377846473362297,0.335490023251623,1.18941434317036,1,1,44698363,16
"45",45,2,4,0.5,2,0.857852264074609,-0.803553087171167,2,1,1,93406038,16
"46",46,2,4,0.5,2,0.499539809534326,0.601936835795641,0.0761225850461051,1,1,54476508,16
"47",47,2,4,0.5,2,0.0468298741616309,0.343756325077266,1.91019292715006,1,1,63366340,16
"48",48,2,4,0.5,2,0.255979277193546,0.444036080967635,1.49171748295194,1,1,67449460,16
"49",49,2,4,0.5,2,0.490610152948648,0.759824444539845,2,1,1,47898399,16
"50",50,2,4,0.5,2,0.6319134386722,0.350052499212325,1.93593211858999,1,1,92919992,16
"51",51,4,4,0.5,4,0.334746464854106,-0.291145831812173,0.454622794820461,1,1,42678339,64
"52",52,4,4,0.5,4,0.274478149833158,-0.0883303522132337,1.23905595642747,1,1,9294187,64
"53",53,4,4,0.5,4,0.887109625153244,0.654375556856394,2.79588316893205,1,1,38424602,64
"54",54,4,4,0.5,4,0.394004432484508,-0.150304737500846,0.2503759804531,1,1,66274163,64
"55",55,4,4,0.5,4,0.36128741200082,0.490791069809347,0.490906258772593,1,1,16904386,64
"56",56,4,4,0.5,4,0.22062302287668,-0.56837196694687,1.64936387618538,1,1,85937466,64
"57",57,4,4,0.5,4,0.958670660620555,0.0877805333584547,2.85097464220598,1,1,34771201,64
"58",58,4,4,0.5,4,0.548359146341681,0.19864073721692,1.85527597137261,1,1,52088296,64
"59",59,4,4,0.5,4,0.951215994544327,0.441334534902126,1.25990304705221,1,1,38182187,64
"60",60,4,4,0.5,4,0.491410769289359,-0.218196547590196,0.507477020430379,1,1,39582865,64
"61",61,4,4,0.5,4,0.202519089682028,-0.0158716198056936,0.361941456317436,1,1,39763751,64
"62",62,4,4,0.5,4,0.722775112604722,-0.103975013829768,0.932204678019043,1,1,96313826,64
"63",63,4,4,0.5,4,0.412832087138668,-0.808158784173429,1.86697721089469,1,1,48193868,64
"64",64,4,4,0.5,4,0.165935804136097,0.69085796829313,1.70054955494124,1,1,46466649,64
"65",65,4,4,0.5,4,0.87035548966378,0.831850831396878,0.0663750159111805,1,1,93077848,64
"66",66,4,4,0.5,4,0.857734997756779,-0.533452595118433,1.68065632653423,1,1,34781696,64
"67",67,4,4,0.5,4,0.962115105241537,0.18639996740967,1.59746173405787,1,1,76031373,64
"68",68,4,4,0.5,4,0.179629785008729,0.890597390010953,1.78806354920845,1,1,55088283,64
"69",69,4,4,0.5,4,0.811428965069354,-0.199041557498276,1.44326655668905,1,1,20824900,64
"70",70,4,4,0.5,4,0.583733877167106,-0.758689703419805,0.433623724028002,1,1,65886794,64
"71",71,4,4,0.5,4,0.899256160482764,0.618103641085327,2.74009336857125,1,1,43459348,64
"72",72,4,4,0.5,4,0.958958101691678,0.782876149285585,0.334143395663705,1,1,55243127,64
"73",73,4,4,0.5,4,0.16676415479742,-0.858076229225844,0.820994960800745,1,1,74966328,64
"74",74,4,4,0.5,4,0.863204473629594,0.928299140185118,3.531175496988,1,1,72158710,64
"75",75,4,4,0.5,4,0.913841943722218,0.055285856127739,1.11368997289799,1,1,87245369,64
"76",76,4,4,0.5,4,0.280465559335425,0.912952587939799,3.25441092764959,1,1,28921205,64
"77",77,4,4,0.5,4,0.140393438981846,0.0458531910553575,1.34751451453194,1,1,12392630,64
"78",78,4,4,0.5,4,0.355751148425043,-0.334492661058903,2.97765488503501,1,1,35699891,64
"79",79,4,4,0.5,4,0.692632397869602,0.12902781739831,3.5995554770343,1,1,17109751,64
"80",80,4,4,0.5,4,0.797724488656968,0.46728189708665,3.62422064645216,1,1,34293495,64
"81",81,4,4,0.5,4,0.0294082991313189,-0.741437437012792,1.89636380357668,1,1,51270408,64
"82",82,4,4,0.5,4,0.511324173072353,0.271362239029258,1.97957430459093,1,1,96216065,64
"83",83,4,4,0.5,4,0.409719905816019,0.398411517031491,1.4830137775396,1,1,79685223,64
"84",84,4,4,0.5,4,0.84651108388789,0.680955804884434,0.312675166868139,1,1,25703004,64
"85",85,4,4,0.5,4,0.118229587562382,-0.148766101337969,3.30121087562293,1,1,17848976,64
"86",86,4,4,0.5,4,0.979025898268446,0.949823526199907,1.57066675038775,1,1,71575887,64
"87",87,4,4,0.5,4,0.676671181339771,-0.923041165806353,0.410669709146023,1,1,71174630,64
"88",88,4,4,0.5,4,0.792967637069523,-0.177245330065489,3.06154828425497,1,1,91355281,64
"89",89,4,4,0.5,4,0.21461204951629,-0.951499457471073,1.29576745643979,1,1,6330383,64
"90",90,4,4,0.5,4,0.77945423242636,0.404440371785313,2.05849816836417,1,1,18386958,64
"91",91,4,4,0.5,4,0.00376808433793485,-0.370416110847145,2.47351753618568,1,1,52492764,64
"92",92,4,4,0.5,4,0.22520536207594,0.8602270106785,0.274414063850418,1,1,39755512,64
"93",93,4,4,0.5,4,0.285045442404225,0.57774900784716,2.25161016266793,1,1,37977061,64
"94",94,4,4,0.5,4,0.961142961634323,-0.537331173662096,3.54772661533207,1,1,95739755,64
"95",95,4,4,0.5,4,0.51319748419337,0.579625423997641,1.65028501597466,1,1,95843206,64
"96",96,4,4,0.5,4,0.724262595176697,-0.526309152133763,0.343869281278458,1,1,41176835,64
"97",97,4,4,0.5,4,0.0216458537615836,-0.764176519121975,3.88643327122554,1,1,68142717,64
"98",98,4,4,0.5,4,0.700079036410898,-0.888890825677663,0.0006431237841025,1,1,97548306,64
"99",99,4,4,0.5,4,0.536713215056807,-0.813367147464305,0.697076943803113,1,1,24081386,64
"100",100,4,4,0.5,4,0.110315616242588,-0.810055115260184,0.501136235380545,1,1,94001304,64
"101",101,8,4,0.5,8,0.147304872516543,-0.970625199377537,6.76088343234733,1,1,94411686,256
"102",102,8,4,0.5,8,0.572066601831466,0.788776893634349,0.06644086294109,1,1,48745820,256
"103",103,8,4,0.5,8,0.478594156913459,-0.42996730376035,1.40939754128689,1,1,42669518,256
"104",104,8,4,0.5,8,0.466006406582892,0.520221724640578,2.86546117160469,1,1,1960728,256
"105",105,8,4,0.5,8,0.382206823676825,-0.79104193020612,4.17894203169271,1,1,19675283,256
"106",106,8,4,0.5,8,0.297887882683426,-0.938333299942315,0.797500908626243,1,1,31480860,256
"107",107,8,4,0.5,8,0.165842078626156,-0.409192789811641,0.345241731947754,1,1,98949863,256
"108",108,8,4,0.5,8,0.630935594905168,0.972902468405664,1.76160154997837,1,1,27254109,256
"109",109,8,4,0.5,8,0.144666556967422,-0.696595986373723,1.26704645409482,1,1,67564060,256
"110",110,8,4,0.5,8,0.95828355033882,0.204289984889328,1.17166970794555,1,1,66861876,256
"111",111,8,4,0.5,8,0.275684699881822,0.0553499208763242,2.0230599748902,1,1,61722679,256
"112",112,8,4,0.5,8,0.208896280499175,-0.271438571624458,0.315683517949656,1,1,62062663,256
"113",113,8,4,0.5,8,0.375126094790176,-0.126140194479376,0.0119697372778319,1,1,4612274,256
"114",114,8,4,0.5,8,0.662475489079952,0.525922876317054,4.04431994678453,1,1,410919,256
"115",115,8,4,0.5,8,0.436418649973348,0.0566485971212387,1.63525055250153,1,1,52742043,256
"116",116,8,4,0.5,8,0.911300458945334,-0.133649163879454,0.856782203007024,1,1,44117944,256
"117",117,8,4,0.5,8,0.577797889942303,0.916514039039612,1.70298033505213,1,1,97861366,256
"118",118,8,4,0.5,8,0.0834069999400526,-0.0599089963361621,1.39728159141028,1,1,70657229,256
"119",119,8,4,0.5,8,0.70052770152688,0.678046024870127,0.71878057818627,1,1,19422235,256
"120",120,8,4,0.5,8,0.102045614970848,0.390751829836518,1.53886260065483,1,1,14825522,256
"121",121,8,4,0.5,8,0.097975691081956,0.151788293384016,0.832941790896002,1,1,54709686,256
"122",122,8,4,0.5,8,0.945998840034008,0.0437819552607834,1.92691126777558,1,1,51539150,256
"123",123,8,4,0.5,8,0.874790232861415,-0.360164189711213,0.647686567294877,1,1,85529857,256
"124",124,8,4,0.5,8,0.49028354533948,-0.993029279168695,1.2544512298028,1,1,24787928,256
"125",125,8,4,0.5,8,0.102221407927573,0.391584552358836,7.85177044710144,1,1,97017592,256
"126",126,8,4,0.5,8,0.0314732808619738,-0.958433104213327,0.384642877348233,1,1,62507141,256
"127",127,8,4,0.5,8,0.458237150218338,0.579332503024489,3.96587908221409,1,1,96036206,256
"128",128,8,4,0.5,8,0.613446774659678,0.383284652139992,2.19838902540505,1,1,99745170,256
"129",129,8,4,0.5,8,0.905902023194358,0.0920444177463651,1.10314207526855,1,1,63599165,256
"130",130,8,4,0.5,8,0.538074593758211,-0.319700577761978,3.2768899272196,1,1,81942228,256
"131",131,8,4,0.5,8,0.265030259964988,0.352675783913583,1.96131140316371,1,1,95691527,256
"132",132,8,4,0.5,8,0.785633287159726,0.550270857755095,7.68973151734099,1,1,7251294,256
"133",133,8,4,0.5,8,0.48713510716334,0.638535372447222,0.69721958642127,1,1,39239217,256
"134",134,8,4,0.5,8,0.944747172528878,-0.056503830011934,0.713310860530473,1,1,25155581,256
"135",135,8,4,0.5,8,0.200095210457221,0.647147816140205,5.04556735465303,1,1,69499366,256
"136",136,8,4,0.5,8,0.96953428001143,-0.571484314743429,0.372124928194098,1,1,14406164,256
"137",137,8,4,0.5,8,0.960407216334715,0.203006820287555,0.897642065654509,1,1,79616614,256
"138",138,8,4,0.5,8,0.000893849181011319,0.239667358808219,0.94108036197722,1,1,62549827,256
"139",139,8,4,0.5,8,0.0519714248366654,-0.476463325321674,7.17942142486572,1,1,6615469,256
"140",140,8,4,0.5,8,0.0139959079679102,0.968824501615018,1.91646803104319,1,1,39237593,256
"141",141,8,4,0.5,8,0.217674060026184,-0.208751870319247,7.1473288051784,1,1,63376848,256
"142",142,8,4,0.5,8,0.0691117290407419,-0.401684501208365,0.899745584877674,1,1,57352330,256
"143",143,8,4,0.5,8,0.388738488545641,0.665716122835875,1.47678933818126,1,1,50261794,256
"144",144,8,4,0.5,8,0.449679798213765,-0.668169867247343,6.73194719152525,1,1,10059786,256
"145",145,8,4,0.5,8,0.0644210372120142,0.456455294508487,0.840711440185551,1,1,97075223,256
"146",146,8,4,0.5,8,0.00989924487657845,0.248695350717753,0.117139113084413,1,1,4920369,256
"147",147,8,4,0.5,8,0.906748150940984,0.192602933850139,0.596760332304984,1,1,90057894,256
"148",148,8,4,0.5,8,0.844511335715652,0.216456037014723,1.71434890427394,1,1,56931506,256
"149",149,8,4,0.5,8,0.240097550908104,-0.987607304472476,2.87699225358665,1,1,54416325,256
"150",150,8,4,0.5,8,0.439371817512438,0.519871892873198,1.3997271791799,1,1,67594219,256
"151",201,2,8,0.5,2,0.226327020674944,0.556209482252598,0.594981874064542,1,1,46887171,32
"152",202,2,8,0.5,2,0.438734192401171,0.697567788884044,1.46526335482253,1,1,13302457,32
"153",203,2,8,0.5,2,0.825019925134256,0.32997527346015,1.16433563938132,1,1,46355763,32
"154",204,2,8,0.5,2,0.609482734231278,-0.0566206565126777,0.973861874639988,1,1,12626702,32
"155",205,2,8,0.5,2,0.622563148848712,-0.95120005775243,0.608019112460315,1,1,82392362,32
"156",206,2,8,0.5,2,0.690150331472978,0.69256624719128,0.706606083870865,1,1,82878932,32
"157",207,2,8,0.5,2,0.375193586573005,-0.835285475011915,0.0861816311674193,1,1,55018886,32
"158",208,2,8,0.5,2,0.920062112389132,-0.886754969600588,1.91890738559421,1,1,45007848,32
"159",209,2,8,0.5,2,0.396332578733563,0.144443549681455,1.55366576598724,1,1,18553215,32
"160",210,2,8,0.5,2,0.829353329027072,-0.754276406951249,0.127528689834289,1,1,12378002,32
"161",211,2,8,0.5,2,0.0981269243638963,0.301458164583892,1.16087292127544,1,1,3851483,32
"162",212,2,8,0.5,2,0.552063529612496,-0.20711503084749,1.20407426679507,1,1,19422914,32
"163",213,2,8,0.5,2,0.621894552372396,0.927693440578878,2,1,1,18540487,32
"164",214,2,8,0.5,2,0.0147747027222067,-0.203546952456236,2,1,1,56940601,32
"165",215,2,8,0.5,2,0.200109007768333,-0.625427126418799,0.244599615130574,1,1,24033515,32
"166",216,2,8,0.5,2,0.260546471690759,0.492042608559132,0.369581220399123,1,1,792363,32
"167",217,2,8,0.5,2,0.798133183736354,-0.386701792478561,2,1,1,87667187,32
"168",218,2,8,0.5,2,0.600635569076985,0.0147084603086114,1.95482645993354,1,1,25210193,32
"169",219,2,8,0.5,2,0.0297415212262422,-0.181863262318075,0.128379570273682,1,1,75375528,32
"170",220,2,8,0.5,2,0.812037440016866,0.742182190530002,0.89852882335661,1,1,68535494,32
"171",221,2,8,0.5,2,0.677000144263729,-0.254652345087379,0.974988563302904,1,1,33869980,32
"172",222,2,8,0.5,2,0.970878686290234,0.363779833074659,1.91502602529014,1,1,96887421,32
"173",223,2,8,0.5,2,0.713875016663224,-0.476851217448711,0.758756292623002,1,1,69068518,32
"174",224,2,8,0.5,2,0.470373812597245,-0.837900179903954,1.80184177055722,1,1,64858548,32
"175",225,2,8,0.5,2,0.929936592001468,-0.280091973487288,2,1,1,72373271,32
"176",226,2,8,0.5,2,0.399404878728092,0.861167793627828,0.505062978223432,1,1,27769368,32
"177",227,2,8,0.5,2,0.768784790299833,-0.0412629009224474,0.782543301437981,1,1,80762085,32
"178",228,2,8,0.5,2,0.788456154288724,0.470638561528176,2,1,1,21280474,32
"179",229,2,8,0.5,2,0.384793868055567,0.736311972606927,0.602930197988171,1,1,12998467,32
"180",230,2,8,0.5,2,0.283022064482793,-0.395677838474512,1.70610353896627,1,1,33719727,32
"181",231,2,8,0.5,2,0.757701196940616,0.132936008274555,2,1,1,92195548,32
"182",232,2,8,0.5,2,0.236799981445074,-0.354355337098241,2,1,1,72213365,32
"183",233,2,8,0.5,2,0.183500473154709,0.222970552742481,1.08171390902251,1,1,37155334,32
"184",234,2,8,0.5,2,0.65075547946617,0.89376426814124,0.649126656239387,1,1,92761453,32
"185",235,2,8,0.5,2,0.399950310122222,-0.181865365710109,1.33310337755131,1,1,72534821,32
"186",236,2,8,0.5,2,0.397602761397138,-0.843054745811969,2,1,1,16092997,32
"187",237,2,8,0.5,2,0.0738353822380304,0.421377660706639,1.44107147082221,1,1,34754833,32
"188",238,2,8,0.5,2,0.342840102268383,0.234863886609674,2,1,1,67561642,32
"189",239,2,8,0.5,2,0.887090611504391,-0.0903175487183034,0.140755989272147,1,1,64694172,32
"190",240,2,8,0.5,2,0.763410969404504,-0.852512107230723,2,1,1,43676824,32
"191",241,2,8,0.5,2,0.627364050131291,0.112980468198657,1.07661505837459,1,1,93959190,32
"192",242,2,8,0.5,2,0.303392008179799,0.840548265725374,1.3804405134148,1,1,94803759,32
"193",243,2,8,0.5,2,0.209197508869693,-0.218235875479877,2,1,1,24304786,32
"194",244,2,8,0.5,2,0.627464865101501,-0.681579292286187,2,1,1,41412581,32
"195",245,2,8,0.5,2,0.876086989883333,-0.495928242336959,0.150228136139922,1,1,78823489,32
"196",246,2,8,0.5,2,0.737437708768994,0.853570154868066,0.39758132944582,1,1,92591105,32
"197",247,2,8,0.5,2,0.513865379616618,0.849813304375857,0.330587548092008,1,1,19591311,32
"198",248,2,8,0.5,2,0.384246523259208,-0.922095301561058,2,1,1,95391552,32
"199",249,2,8,0.5,2,0.825184246525168,-0.0524694402702153,2,1,1,39301448,32
"200",250,2,8,0.5,2,0.317437249934301,-0.0706371096894145,2,1,1,74343350,32
"201",251,4,8,0.5,4,0.414519445737824,-0.385780457407236,0.0166614665021189,1,1,80570417,128
"202",252,4,8,0.5,4,0.601313690654933,0.825361076276749,0.97095007056836,1,1,85946080,128
"203",253,4,8,0.5,4,0.230134575162083,0.286020065657794,0.889268425684422,1,1,31648596,128
"204",254,4,8,0.5,4,0.589912839001045,-0.193712537176907,0.127236498619895,1,1,38584027,128
"205",255,4,8,0.5,4,0.752420444739982,0.356289432849735,0.83258657712955,1,1,76054550,128
"206",256,4,8,0.5,4,0.801489842589945,-0.639231252484024,2.34250230714679,1,1,33210557,128
"207",257,4,8,0.5,4,0.367178432410583,0.372611558064818,1.98291363758733,1,1,99579808,128
"208",258,4,8,0.5,4,0.873608584748581,-0.50672699464485,2.02608081046492,1,1,68156758,128
"209",259,4,8,0.5,4,0.481304827146232,-0.996288049500436,0.583057968758512,1,1,73574568,128
"210",260,4,8,0.5,4,0.519346539862454,-0.951815377920866,0.858313607005402,1,1,82840716,128
"211",261,4,8,0.5,4,0.906519041862339,-0.875811209436506,3.00520818959922,1,1,9151682,128
"212",262,4,8,0.5,4,0.832835217006505,0.621230137068778,2.88038699654862,1,1,95048677,128
"213",263,4,8,0.5,4,0.824574904516339,0.172322232741863,2.31940411217511,1,1,31464676,128
"214",264,4,8,0.5,4,0.598380533978343,0.569432374089956,1.71238556273747,1,1,80031027,128
"215",265,4,8,0.5,4,0.316717299632728,0.00586305558681488,2.32356028445065,1,1,31100565,128
"216",266,4,8,0.5,4,0.103422427782789,-0.732019080314785,1.1079415182909,1,1,84139471,128
"217",267,4,8,0.5,4,0.0414501815102994,0.925205236300826,1.01852195918327,1,1,18821480,128
"218",268,4,8,0.5,4,0.811150760389864,-0.500994773115963,2.67205184325576,1,1,36230115,128
"219",269,4,8,0.5,4,0.984413286438212,-0.326450461521745,1.93448036755435,1,1,51729943,128
"220",270,4,8,0.5,4,0.322248833719641,0.685874133836478,1.19056958889822,1,1,1622821,128
"221",271,4,8,0.5,4,0.53959152684547,0.500703226774931,0.465019724201411,1,1,85945174,128
"222",272,4,8,0.5,4,0.993887139251456,-0.125671784393489,2.76202895259485,1,1,31912432,128
"223",273,4,8,0.5,4,0.0664063231088221,-0.420559198595583,0.137417638541665,1,1,86250926,128
"224",274,4,8,0.5,4,0.573831931687891,-0.819933434017003,0.573532571031246,1,1,61315435,128
"225",275,4,8,0.5,4,0.985461056698114,-0.532906112726778,0.895758122247644,1,1,57136056,128
"226",276,4,8,0.5,4,0.744341657496989,-0.867754574865103,2.96335433749482,1,1,96790268,128
"227",277,4,8,0.5,4,0.219399869674817,0.975341328885406,2.60500137554482,1,1,5061195,128
"228",278,4,8,0.5,4,0.81720567215234,-0.53521941928193,0.823327088980004,1,1,70464360,128
"229",279,4,8,0.5,4,0.852971346117556,0.0149188977666199,0.854226538441144,1,1,37403276,128
"230",280,4,8,0.5,4,0.642767258221284,-0.58934880187735,1.33516172736883,1,1,24529094,128
"231",281,4,8,0.5,4,0.729803907684982,-0.128448149655014,1.9512494125613,1,1,1160658,128
"232",282,4,8,0.5,4,0.873912668321282,-0.411174255888909,3.98453571368009,1,1,99123516,128
"233",283,4,8,0.5,4,0.301037778612226,0.323685169685632,2.42678986536339,1,1,49284839,128
"234",284,4,8,0.5,4,0.597930612042546,0.0786710479296744,0.923686243249103,1,1,22512219,128
"235",285,4,8,0.5,4,0.652015661587939,-0.11099856114015,0.735715097007342,1,1,94485944,128
"236",286,4,8,0.5,4,0.405085831880569,-0.558471314609051,0.739614209451247,1,1,66103661,128
"237",287,4,8,0.5,4,0.0884149945341051,0.905339192599058,0.193774469667114,1,1,28894714,128
"238",288,4,8,0.5,4,0.433341073803604,0.249494137242436,0.584980231192894,1,1,65136903,128
"239",289,4,8,0.5,4,0.957590891746804,-0.00172331463545561,0.944214092816692,1,1,61743991,128
"240",290,4,8,0.5,4,0.15175015036948,0.785455802455544,0.0939229703485034,1,1,87692461,128
"241",291,4,8,0.5,4,0.676287211710587,-0.351202886085957,0.190531633177307,1,1,57022496,128
"242",292,4,8,0.5,4,0.11893904954195,0.189791035372764,0.135584634889383,1,1,4575521,128
"243",293,4,8,0.5,4,0.718174759298563,-0.525323979556561,1.89445890361909,1,1,13902042,128
"244",294,4,8,0.5,4,0.434419238241389,0.537310123443604,0.343834982127883,1,1,8605384,128
"245",295,4,8,0.5,4,0.761746245902032,-0.664286587387323,3.45178533159196,1,1,30409666,128
"246",296,4,8,0.5,4,0.0531812040135264,0.953867477830499,1.45524393757107,1,1,89761329,128
"247",297,4,8,0.5,4,0.552238598931581,0.00829588389024138,0.23443881182,1,1,12239846,128
"248",298,4,8,0.5,4,0.265766064403579,0.182714579161257,3.90732376929373,1,1,85623552,128
"249",299,4,8,0.5,4,0.107849273597822,-0.387170164845884,0.924588580986019,1,1,23846119,128
"250",300,4,8,0.5,4,0.511356710921973,-0.694286823272705,2.48106290958822,1,1,10896728,128
"251",401,2,16,0.5,2,0.00896088313311338,-0.197572071570903,0.298254795197863,1,1,83586228,64
"252",402,2,16,0.5,2,0.41662269202061,-0.0971000050194561,2,1,1,27490014,64
"253",403,2,16,0.5,2,0.613816535798833,0.815021592192352,1.72017420636257,1,1,94799768,64
"254",404,2,16,0.5,2,0.966008748626336,-0.0403702659532428,2,1,1,51344856,64
"255",405,2,16,0.5,2,0.847958929603919,-0.95260663330555,0.944623560558539,1,1,46202123,64
"256",406,2,16,0.5,2,0.646215629763901,0.89164117584005,1.06260157785146,1,1,97130307,64
"257",407,2,16,0.5,2,0.471140612848103,0.528657278977334,1.20016633295454,1,1,76510972,64
"258",408,2,16,0.5,2,0.155357300303876,-0.681981971021742,0.00836759810801595,1,1,39669766,64
"259",409,2,16,0.5,2,0.524906361242756,-0.0156246735714376,2,1,1,78245423,64
"260",410,2,16,0.5,2,0.622191989328712,0.0154499877244234,0.242320158644579,1,1,94186464,64
"261",411,2,16,0.5,2,0.0330859634559602,-0.0567027232609689,1.35823140313616,1,1,43657703,64
"262",412,2,16,0.5,2,0.586734035750851,-0.0454305130988359,0.551524541706312,1,1,95210243,64
"263",413,2,16,0.5,2,0.62852375395596,0.960777580272406,1.26624979844084,1,1,43040001,64
"264",414,2,16,0.5,2,0.766655337996781,-0.0663625714369118,0.903886237437837,1,1,8240018,64
"265",415,2,16,0.5,2,0.451959168538451,-0.949538690969348,1.10675226948224,1,1,28411075,64
"266",416,2,16,0.5,2,0.0355365816503763,0.137207091320306,1.08588631332852,1,1,4632340,64
"267",417,2,16,0.5,2,0.951267998665571,0.910313141532242,2,1,1,48595288,64
"268",418,2,16,0.5,2,0.599008231889457,-0.375355038326234,2,1,1,50438430,64
"269",419,2,16,0.5,2,0.889627917204052,-0.77079794742167,2,1,1,4731667,64
"270",420,2,16,0.5,2,0.840584066929296,-0.211651839315891,1.08481386613101,1,1,39258661,64
"271",421,2,16,0.5,2,0.841772804735228,0.138423564843833,2,1,1,83702123,64
"272",422,2,16,0.5,2,0.101953528821468,-0.969546419102699,2,1,1,16354819,64
"273",423,2,16,0.5,2,0.870055849896744,0.935650094877928,0.612738564286847,1,1,99306539,64
"274",424,2,16,0.5,2,0.961204261984676,0.22619911050424,1.10921958710533,1,1,82469888,64
"275",425,2,16,0.5,2,0.836741787847131,0.875562102533877,1.6762967491406,1,1,36052410,64
"276",426,2,16,0.5,2,0.577015016460791,-0.746497025247663,0.912135136122815,1,1,5696362,64
"277",427,2,16,0.5,2,0.457923591136932,0.200319547206163,1.63186972850002,1,1,47455493,64
"278",428,2,16,0.5,2,0.399089582497254,0.646060911007226,2,1,1,66709659,64
"279",429,2,16,0.5,2,0.241185512160882,0.269535184837878,2,1,1,27918518,64
"280",430,2,16,0.5,2,0.598575172945857,0.620473456569016,1.94095861191628,1,1,59023057,64
"281",431,2,16,0.5,2,0.97831052634865,0.43891667528078,0.660906721674837,1,1,96165796,64
"282",432,2,16,0.5,2,0.730185858672485,0.509672106709331,1.7112056195084,1,1,73077801,64
"283",433,2,16,0.5,2,0.791826096363366,0.621363230980933,2,1,1,2349688,64
"284",434,2,16,0.5,2,0.807324711699039,-0.132353503257036,0.664511842855718,1,1,84726165,64
