"","row","n_pop","sample_size","std_dev","n_env","delta_env","delta_gen","interaction","errpop","replicate","env_scenario","seed","total_samples"
"47",47,2,2,0.5,2,0.470739010022953,0.772901463322341,0.44709453266114,0,1,1,60311801,8
"48",48,2,2,0.5,2,0.12944568740204,0.922382883261889,1.43254043301567,0,1,1,41997715,8
"49",49,2,2,0.5,2,0.398270671023056,-0.814826772548258,1.21353685902432,0,1,1,72280089,8
"50",50,2,2,0.5,2,0.0728709429968148,0.409643315244466,0.887816341593862,0,1,1,23560682,8
"51",51,4,2,0.5,4,0.28075109841302,0.921590263023973,0.019359572136309,0,1,1,95335064,32
"52",52,4,2,0.5,4,0.229501198744401,0.858414646238089,1.41610691976966,0,1,1,16288984,32
"53",53,4,2,0.5,4,0.114330510143191,0.396357651334256,0.680070599103346,0,1,1,34984013,32
"54",54,4,2,0.5,4,0.525835081702098,0.905021931044757,1.51111741973087,0,1,1,62406274,32
"55",55,4,2,0.5,4,0.0967601838055998,-0.403206415940076,3.04505844274536,0,1,1,72094,32
"56",56,4,2,0.5,4,0.752312365919352,-0.443293773569167,3.08311921637505,0,1,1,75534273,32
"57",57,4,2,0.5,4,0.532273574499413,0.821704311296344,0.559066100046039,0,1,1,71530572,32
"58",58,4,2,0.5,4,0.772331141633913,0.793244699947536,1.85181511586532,0,1,1,96610641,32
"59",59,4,2,0.5,4,0.0027139731682837,-0.0424423888325691,1.12982281677891,0,1,1,72726147,32
"60",60,4,2,0.5,4,0.544134297175333,-0.822831290774047,2.97691866755486,0,1,1,69538385,32
"61",61,4,2,0.5,4,0.603335615480319,0.0288494625128806,0.966017659320496,0,1,1,70047156,32
"62",62,4,2,0.5,4,0.201853072270751,-0.106839059386402,2.90003542462364,0,1,1,5566130,32
"63",63,4,2,0.5,4,0.968621614156291,-0.30087051121518,0.57859832395101,0,1,1,13016949,32
"64",64,4,2,0.5,4,0.849315397907048,0.491831937804818,0.796207922343165,0,1,1,81648375,32
"65",65,4,2,0.5,4,0.604704445693642,0.00287439906969666,0.856019717697054,0,1,1,54435380,32
"66",66,4,2,0.5,4,0.435178973712027,-0.562053321860731,2.35916761821136,0,1,1,17090339,32
"67",67,4,2,0.5,4,0.403242184314877,0.884439354762435,2.68557616882026,0,1,1,81039102,32
"68",68,4,2,0.5,4,0.630393797531724,-0.0201502209529281,1.50587896453915,0,1,1,59803509,32
"69",69,4,2,0.5,4,0.0261893651913851,0.00631472887471318,1.31171858900227,0,1,1,23523092,32
"70",70,4,2,0.5,4,0.827037225011736,0.487839332316071,1.41859522498678,0,1,1,43685613,32
"71",71,4,2,0.5,4,0.926412644330412,-0.359068755991757,0.150639162533917,0,1,1,68871924,32
"72",72,4,2,0.5,4,0.869243681430817,-0.851162349805236,0.57316557609709,0,1,1,90951284,32
"73",73,4,2,0.5,4,0.684726297389716,-0.184575288090855,1.82854711736552,0,1,1,85630246,32
"74",74,4,2,0.5,4,0.0888365225400776,0.915516726672649,3.18553381506354,0,1,1,9722417,32
"75",75,4,2,0.5,4,0.601773309288546,-0.870962888468057,0.0700275064026937,0,1,1,47622168,32
"76",76,4,2,0.5,4,0.649817032041028,-0.857721098233014,0.331214837471489,0,1,1,17873159,32
"77",77,4,2,0.5,4,0.011997887166217,0.201313399709761,1.8296768329828,0,1,1,71474843,32
"78",78,4,2,0.5,4,0.665715938434005,-0.941554554272443,0.432026744976174,0,1,1,65823120,32
"79",79,4,2,0.5,4,0.0186740271747112,0.898152303416282,1.79027740006102,0,1,1,85129920,32
"80",80,4,2,0.5,4,0.0368672269396484,-0.492069262079895,0.182420294811018,0,1,1,44334828,32
"81",81,4,2,0.5,4,0.437717393506318,0.245045454241335,2.21500870212913,0,1,1,37431707,32
"82",82,4,2,0.5,4,0.76197195192799,0.251940472051501,1.83961895841639,0,1,1,31863829,32
"83",83,4,2,0.5,4,0.977943047648296,-0.0830539977177978,0.762241959148087,0,1,1,38470417,32
"84",84,4,2,0.5,4,0.152904500486329,-0.70387730980292,3.27736053196713,0,1,1,73363793,32
"85",85,4,2,0.5,4,0.408406719565392,0.527467594016343,0.721872742034029,0,1,1,25140456,32
"86",86,4,2,0.5,4,0.825067032361403,-0.939364488702267,0.700016448237002,0,1,1,60841829,32
"87",87,4,2,0.5,4,0.351252949330956,-0.847333681769669,0.259122668802738,0,1,1,62399803,32
"88",88,4,2,0.5,4,0.80758529365994,0.343226483091712,0.220425143183675,0,1,1,94232753,32
"89",89,4,2,0.5,4,0.8414758190047,-0.137234647292644,1.63894169515697,0,1,1,65231617,32
"90",90,4,2,0.5,4,0.423531849170104,0.39519472932443,1.10938940651948,0,1,1,82096483,32
"91",91,4,2,0.5,4,0.88419229304418,0.902851008810103,0.736221352228895,0,1,1,74432564,32
"92",92,4,2,0.5,4,0.991283136885613,0.00488682789728045,0.810397335959133,0,1,1,82227672,32
"93",93,4,2,0.5,4,0.401539287529886,-0.987114234827459,1.52739916493185,0,1,1,43161638,32
"94",94,4,2,0.5,4,0.82142075500451,-0.889078326988965,2.00931609468535,0,1,1,17832587,32
"95",95,4,2,0.5,4,0.284334173426032,-0.128655991517007,1.82848549361574,0,1,1,90629711,32
"96",96,4,2,0.5,4,0.714209347264841,0.791628726758063,1.57376294801245,0,1,1,54694114,32
"97",97,4,2,0.5,4,0.828910023672506,0.338964584283531,0.0189817305770703,0,1,1,29358775,32
"98",98,4,2,0.5,4,0.892991944449022,-0.669375602155924,1.90524336424191,0,1,1,35525409,32
"99",99,4,2,0.5,4,0.590514422394335,0.481128624640405,1.98242513218895,0,1,1,49067513,32
"100",100,4,2,0.5,4,0.923837277106941,0.907583370804787,1.25527339749737,0,1,1,77601972,32
"101",101,8,2,0.5,8,0.958224256988615,0.150059193838388,0.521372595219873,0,1,1,97505650,128
"102",102,8,2,0.5,8,0.0717033196706325,-0.919013156555593,0.397987180873752,0,1,1,24444356,128
"103",103,8,2,0.5,8,0.260206595528871,0.790589448995888,6.84364125924185,0,1,1,85013969,128
"104",104,8,2,0.5,8,0.627236638450995,-0.295394459273666,0.666808617338538,0,1,1,52263533,128
"105",105,8,2,0.5,8,0.428421614225954,0.521921848412603,1.45543863286963,0,1,1,7622472,128
"106",106,8,2,0.5,8,0.624754964839667,0.957377758342773,0.184509510945063,0,1,1,39634758,128
"107",107,8,2,0.5,8,0.0521373972296715,0.536192066036165,0.613150633180048,0,1,1,69975396,128
"108",108,8,2,0.5,8,0.457768444437534,-0.07199248066172,1.88138210817007,0,1,1,24688721,128
"109",109,8,2,0.5,8,0.710031879832968,0.850946824532002,0.591448150179349,0,1,1,22798489,128
"110",110,8,2,0.5,8,0.953821047674865,-0.867111653555185,1.2140730870422,0,1,1,32486910,128
"111",111,8,2,0.5,8,0.521720602177083,0.971388555131853,1.7995218159887,0,1,1,93795289,128
"112",112,8,2,0.5,8,0.773205626755953,0.328150855842978,0.486375237056054,0,1,1,54499252,128
"113",113,8,2,0.5,8,0.735943931387737,0.735428325366229,1.94989509257488,0,1,1,42696343,128
"114",114,8,2,0.5,8,0.112473136046901,0.376643400639296,1.22592743309448,0,1,1,51746262,128
"115",115,8,2,0.5,8,0.315503868972883,0.52789912559092,0.57868103120476,0,1,1,12311930,128
"116",116,8,2,0.5,8,0.682580426800996,-0.285501702688634,0.510607915208675,0,1,1,42006789,128
"117",117,8,2,0.5,8,0.925162320025265,0.836646371521056,7.9769203918986,0,1,1,74577157,128
"118",118,8,2,0.5,8,0.210479653673247,0.91941679129377,3.57800241978839,0,1,1,40612219,128
"119",119,8,2,0.5,8,0.262095400132239,-0.276400207541883,0.22404306208482,0,1,1,94489876,128
"120",120,8,2,0.5,8,0.383928706170991,-0.856616267003119,0.402969710850157,0,1,1,91962229,128
"121",121,8,2,0.5,8,0.51258355146274,-0.486812482587993,1.89225727271056,0,1,1,75233419,128
"122",122,8,2,0.5,8,0.522433315869421,-0.630368501879275,0.741374553688802,0,1,1,68975517,128
"123",123,8,2,0.5,8,0.330086387228221,0.447834677062929,1.97733449736144,0,1,1,38100827,128
"124",124,8,2,0.5,8,0.48756400658749,0.558269598986953,6.42130679544061,0,1,1,56177857,128
"125",125,8,2,0.5,8,0.66577636403963,0.60719357104972,4.94939260557294,0,1,1,25533891,128
"126",126,8,2,0.5,8,0.941394783323631,0.497121908701956,2.76567373704165,0,1,1,66726080,128
"127",127,8,2,0.5,8,0.804853431181982,-0.421211487147957,0.629047635013703,0,1,1,84972989,128
"128",128,8,2,0.5,8,0.734846587525681,-0.824016317725182,7.72315000882372,0,1,1,75653185,128
"129",129,8,2,0.5,8,0.0603832397609949,0.172480000182986,0.633802457679994,0,1,1,44342166,128
"130",130,8,2,0.5,8,0.711741697508842,-0.849045975599438,1.81989693942247,0,1,1,34817601,128
"131",131,8,2,0.5,8,0.00967712118290365,0.59044578531757,0.684411887354217,0,1,1,77965227,128
"132",132,8,2,0.5,8,0.343365435488522,0.370733042713255,7.94653695402667,0,1,1,78020736,128
"133",133,8,2,0.5,8,0.709697860991582,0.409658677875996,0.570855093908031,0,1,1,29325774,128
"134",134,8,2,0.5,8,0.753849198343232,0.61537549039349,0.418641925298143,0,1,1,46751180,128
"135",135,8,2,0.5,8,0.738548777764663,0.509658829309046,1.68912965722848,0,1,1,15874869,128
"136",136,8,2,0.5,8,0.376796157332137,0.0993060227483511,1.81012695192127,0,1,1,17940017,128
"137",137,8,2,0.5,8,0.160256616771221,0.177115532103926,1.18579738105182,0,1,1,98000723,128
"138",138,8,2,0.5,8,0.81163554196246,0.271448494400829,0.82825138356071,0,1,1,26882614,128
"139",139,8,2,0.5,8,0.811071845004335,-0.449831664562225,1.61675089579774,0,1,1,25782287,128
"140",140,8,2,0.5,8,0.232882326003164,0.269177470821887,0.911832535669673,0,1,1,85456392,128
"141",141,8,2,0.5,8,0.951518707675859,-0.535270743072033,3.0629309383221,0,1,1,91317590,128
"142",142,8,2,0.5,8,0.40031807217747,0.302056830376387,0.0981506752991118,0,1,1,37625535,128
"143",143,8,2,0.5,8,0.123155875597149,0.786329314112663,1.87858838080196,0,1,1,53259707,128
"144",144,8,2,0.5,8,0.621766014257446,-0.506902386434376,0.942108886134811,0,1,1,69339861,128
"145",145,8,2,0.5,8,0.105986848240718,-0.632841700222343,0.439554551593028,0,1,1,35096575,128
"146",146,8,2,0.5,8,0.585762416245416,0.0640662196092308,0.618539985730313,0,1,1,47762482,128
"147",147,8,2,0.5,8,0.47181233856827,-0.722883954644203,4.12402358837426,0,1,1,85969262,128
"148",148,8,2,0.5,8,0.606790375895798,-0.605583304539323,1.36888992846478,0,1,1,78378087,128
"149",149,8,2,0.5,8,0.29202552489005,-0.760933464858681,1.25949092209572,0,1,1,56872016,128
"150",150,8,2,0.5,8,0.573265047045425,0.0152813205495477,1.2754490634962,0,1,1,56783272,128
"151",201,2,4,0.5,2,0.958370721898973,0.34143918659538,1.54688076116145,0,1,1,38666925,16
"152",202,2,4,0.5,2,0.258667373564094,-0.390852528158575,1.99808392999694,0,1,1,14098438,16
"153",203,2,4,0.5,2,0.124752734787762,-0.886519230902195,1.95175734115764,0,1,1,50124504,16
"154",204,2,4,0.5,2,0.775124919600785,-0.752847840078175,0.998657536227256,0,1,1,86908628,16
"155",205,2,4,0.5,2,0.745881208684295,-0.943496288731694,1.26137494947761,0,1,1,95177496,16
"156",206,2,4,0.5,2,0.410414057783782,0.668756151106209,0.623178307432681,0,1,1,96752019,16
"157",207,2,4,0.5,2,0.331345117185265,0.0805376935750246,1.24913059035316,0,1,1,5248935,16
"158",208,2,4,0.5,2,0.0717832227237523,-0.917741015087813,0.222785356454551,0,1,1,60453093,16
"159",209,2,4,0.5,2,0.265224726404995,-0.473241131287068,1.7331266477704,0,1,1,31637,16
"160",210,2,4,0.5,2,0.0985047856811434,0.250715589616448,0.921987077686936,0,1,1,97343675,16
"161",211,2,4,0.5,2,0.917897711507976,0.49621634138748,0.583716621156782,0,1,1,41317203,16
"162",212,2,4,0.5,2,0.44046155968681,0.362311447039247,0.272402440663427,0,1,1,58416112,16
"163",213,2,4,0.5,2,0.947571422206238,-0.636722086463124,0.747483296319842,0,1,1,21855286,16
"164",214,2,4,0.5,2,0.639536750968546,-0.176066535990685,1.2065337463282,0,1,1,3699243,16
"165",215,2,4,0.5,2,0.541344607947394,-0.856965687591583,1.38371603609994,0,1,1,94844706,16
"166",216,2,4,0.5,2,0.0212641994003206,0.433403594885021,1.93167750351131,0,1,1,44746182,16
"167",217,2,4,0.5,2,0.660205430118367,0.598258815705776,1.33226229902357,0,1,1,55653901,16
"168",218,2,4,0.5,2,0.367794854566455,0.443073704373091,0.354872818104923,0,1,1,36891018,16
"169",219,2,4,0.5,2,0.738123277435079,0.941328422632068,0.233670634683222,0,1,1,46203864,16
"170",220,2,4,0.5,2,0.198696407023817,-0.412494011688977,1.41206237534061,0,1,1,76325009,16
"171",221,2,4,0.5,2,0.675310513703153,0.1247703647241,1.28965506935492,0,1,1,88357299,16
"172",222,2,4,0.5,2,0.131627370137721,0.876308059319854,0.598651208449155,0,1,1,15675617,16
"173",223,2,4,0.5,2,0.951222476549447,0.283297669608146,1.20971490396187,0,1,1,4749511,16
"174",224,2,4,0.5,2,0.70327868591994,-0.10887602949515,1.76968087814748,0,1,1,37810007,16
"175",225,2,4,0.5,2,0.276205327128991,-0.34933346323669,1.62622435204685,0,1,1,50542235,16
"176",226,2,4,0.5,2,0.151897006900981,-0.853134677745402,0.520006602630019,0,1,1,861843,16
"177",227,2,4,0.5,2,0.236897279042751,0.0293747801333666,1.26708447793499,0,1,1,53760945,16
"178",228,2,4,0.5,2,0.0682342555373907,-0.865121491719037,0.805278288200498,0,1,1,3044682,16
"179",229,2,4,0.5,2,0.778502786066383,0.871542776469141,0.7915706820786,0,1,1,21168854,16
"180",230,2,4,0.5,2,0.770815766649321,0.699140988755971,1.88312715524808,0,1,1,71599702,16
"181",231,2,4,0.5,2,0.177583516575396,0.521479967515916,1.59213710157201,0,1,1,28685686,16
"182",232,2,4,0.5,2,0.985242530005053,0.108265536371619,0.518536460120231,0,1,1,50889737,16
"183",233,2,4,0.5,2,0.142985655926168,0.812034273054451,1.06009255768731,0,1,1,65174435,16
"184",234,2,4,0.5,2,0.371775994077325,0.653463905211538,0.936056506820023,0,1,1,90985403,16
"185",235,2,4,0.5,2,0.334373781457543,-0.245707093272358,1.36401647794992,0,1,1,23315696,16
"186",236,2,4,0.5,2,0.590513993054628,0.734405062161386,0.499503389932215,0,1,1,90572205,16
"187",237,2,4,0.5,2,0.205977709032595,-0.12915599765256,0.474805291276425,0,1,1,77910281,16
"188",238,2,4,0.5,2,0.0365902972407639,0.879655455239117,1.18210337636992,0,1,1,72182722,16
"189",239,2,4,0.5,2,0.348790338030085,-0.571469352114946,1.19580776290968,0,1,1,95157463,16
"190",240,2,4,0.5,2,0.82927534612827,-0.500651402398944,0.0553995394147933,0,1,1,15684318,16
"191",241,2,4,0.5,2,0.401060302043334,0.456684633623809,1.80164097715169,0,1,1,78018324,16
"192",242,2,4,0.5,2,0.889424285851419,-0.868809576611966,0.0228160107508302,0,1,1,23256323,16
"193",243,2,4,0.5,2,0.435587896965444,0.060156577732414,1.99931064527482,0,1,1,17369342,16
"194",244,2,4,0.5,2,0.188488303450868,0.0547282677143812,0.4931441671215,0,1,1,52917007,16
"195",245,2,4,0.5,2,0.0073932888917625,0.163726676721126,0.347672489937395,0,1,1,81813488,16
"196",246,2,4,0.5,2,0.126566600054502,-0.91572191985324,0.771669814828783,0,1,1,59474176,16
"197",247,2,4,0.5,2,0.855956504121423,0.32638608571142,1.41229635570198,0,1,1,22164034,16
"198",248,2,4,0.5,2,0.0668664122931659,-0.613383925054222,0.983640056103468,0,1,1,70454094,16
"199",249,2,4,0.5,2,0.0301411293912679,0.0103020467795432,1.79381434014067,0,1,1,57001417,16
"200",250,2,4,0.5,2,0.997181446058676,0.68255670228973,1.3789434209466,0,1,1,23468549,16
"201",251,4,4,0.5,4,0.0980732108000666,0.829923328012228,1.90658079759451,0,1,1,50932147,64
"202",252,4,4,0.5,4,0.0672170841135085,-0.947000108193606,0.0187889391137287,0,1,1,78841608,64
"203",253,4,4,0.5,4,0.987865328555927,-0.982560476753861,2.93004361540079,0,1,1,1743997,64
"204",254,4,4,0.5,4,0.745607571443543,-0.653353397734463,0.775870503094047,0,1,1,8778747,64
"205",255,4,4,0.5,4,0.00800198852084577,0.443190700840205,1.08399128375342,0,1,1,28715855,64
"206",256,4,4,0.5,4,0.588568914914504,0.795623115729541,0.158120275842957,0,1,1,71313669,64
"207",257,4,4,0.5,4,0.674353051232174,-0.628593682311475,2.42132115596905,0,1,1,8258600,64
"208",258,4,4,0.5,4,0.224646795075387,0.63364339992404,1.1898468223447,0,1,1,29201452,64
"209",259,4,4,0.5,4,0.203115078620613,0.297306139487773,1.61589695828734,0,1,1,22448893,64
"210",260,4,4,0.5,4,0.889202208956704,0.916390760801733,0.197305421431083,0,1,1,44125682,64
"211",261,4,4,0.5,4,0.150689721340314,0.255456351209432,0.352904418965336,0,1,1,56597411,64
"212",262,4,4,0.5,4,0.785023245261982,-0.553674252238125,1.42479223178932,0,1,1,60715373,64
"213",263,4,4,0.5,4,0.0143162067979574,0.0624072011560202,3.16727937059477,0,1,1,22801291,64
"214",264,4,4,0.5,4,0.206754534272477,0.715814781840891,0.94873742505908,0,1,1,94747972,64
"215",265,4,4,0.5,4,0.258847190300003,0.769253036938608,1.57100304858526,0,1,1,21457019,64
"216",266,4,4,0.5,4,0.984792377799749,0.818042088765651,3.2478419044055,0,1,1,55010310,64
"217",267,4,4,0.5,4,0.199903240194544,-0.726948898751289,3.40126691013575,0,1,1,72311680,64
"218",268,4,4,0.5,4,0.489599313121289,-0.8821872593835,1.91669872314436,0,1,1,75981544,64
"219",269,4,4,0.5,4,0.97049540351145,-0.580467997118831,0.296043216530234,0,1,1,14992079,64
"220",270,4,4,0.5,4,0.636243051383644,0.214976912830025,1.85505709657911,0,1,1,98214342,64
"221",271,4,4,0.5,4,0.239062211941928,0.2194998068735,1.2368823840376,0,1,1,17388309,64
"222",272,4,4,0.5,4,0.249392872210592,0.324795121792704,1.63900761585683,0,1,1,17248712,64
"223",273,4,4,0.5,4,0.266950186807662,-0.786445464938879,1.37269808864454,0,1,1,26456014,64
"224",274,4,4,0.5,4,0.427401862107217,-0.583989675622433,1.93983677851968,0,1,1,3575534,64
"225",275,4,4,0.5,4,0.168814286123961,-0.0476318672299385,3.59903934085742,0,1,1,88907709,64
"226",276,4,4,0.5,4,0.0376980185974389,0.428137851879001,0.59517374164192,0,1,1,71954122,64
"227",277,4,4,0.5,4,0.286322802538052,0.641215500887483,3.27082940004766,0,1,1,17134060,64
"228",278,4,4,0.5,4,0.00276139029301703,-0.330675521865487,0.0697335508163087,0,1,1,70325053,64
"229",279,4,4,0.5,4,0.106304439017549,-0.652875042986125,1.01928795377724,0,1,1,87041906,64
"230",280,4,4,0.5,4,0.819375432329252,-0.39351769303903,1.45093948151218,0,1,1,12212403,64
"231",281,4,4,0.5,4,0.209375628503039,-0.0293542416766286,1.03063185839448,0,1,1,69707000,64
"232",282,4,4,0.5,4,0.660453508375213,-0.777734918054193,1.36910533984425,0,1,1,2106270,64
"233",283,4,4,0.5,4,0.77830594452098,0.0625915611162782,0.424018477811478,0,1,1,53831238,64
"234",284,4,4,0.5,4,0.301411312073469,-0.422986124176532,1.40874727290822,0,1,1,89319940,64
"235",285,4,4,0.5,4,0.32968824217096,0.67226620297879,1.54030840527499,0,1,1,48453974,64
"236",286,4,4,0.5,4,0.832788963336498,0.479791707824916,3.37956300238147,0,1,1,21610855,64
"237",287,4,4,0.5,4,0.879672081209719,0.696276548784226,1.7388237081957,0,1,1,88410755,64
"238",288,4,4,0.5,4,0.107252873713151,0.353571573272347,0.867285799053498,0,1,1,11145185,64
"239",289,4,4,0.5,4,0.442409165436402,-0.890621726866812,0.652446774817072,0,1,1,65001090,64
"240",290,4,4,0.5,4,0.479090080596507,0.194397975225002,1.66410089795478,0,1,1,61243354,64
"241",291,4,4,0.5,4,0.310457266168669,0.40450666192919,1.5807839044882,0,1,1,3658123,64
"242",292,4,4,0.5,4,0.526158194756135,0.220815382432193,1.10997218118282,0,1,1,31864824,64
"243",293,4,4,0.5,4,0.0232497623655945,-0.753358958754689,1.30601343842223,0,1,1,8583206,64
"244",294,4,4,0.5,4,0.33584399567917,-0.842573997098953,3.90867507364601,0,1,1,3762326,64
"245",295,4,4,0.5,4,0.620364053174853,0.783835362643003,1.16068611375755,0,1,1,15368675,64
"246",296,4,4,0.5,4,0.7858403082937,0.788408510852605,1.73156559473369,0,1,1,69354435,64
"247",297,4,4,0.5,4,0.175533816451207,0.566348479129374,0.911312922558282,0,1,1,19718999,64
"248",298,4,4,0.5,4,0.265591464471072,-0.79286493267864,1.01846967251971,0,1,1,19084537,64
"249",299,4,4,0.5,4,0.258164549712092,0.972581200767308,1.96888825867325,0,1,1,59951798,64
"250",300,4,4,0.5,4,0.508969588205218,0.502964006271213,2.77610112866387,0,1,1,873797,64
"251",301,8,4,0.5,8,0.0365165746770799,0.789656093344092,0.867601870913059,0,1,1,69093243,256
"252",302,8,4,0.5,8,0.63667223486118,0.32575024664402,2.53354411059991,0,1,1,98732875,256
"253",303,8,4,0.5,8,0.219303253106773,0.965881327167153,0.399007061554585,0,1,1,84774889,256
"254",304,8,4,0.5,8,0.242010966408998,0.36331350915134,1.29319048226345,0,1,1,82633827,256
"255",305,8,4,0.5,8,0.77180807152763,-0.525783727411181,0.916812548357993,0,1,1,32900289,256
"256",306,8,4,0.5,8,0.530991703039035,0.69787237746641,0.346820340310223,0,1,1,39628424,256
"257",307,8,4,0.5,8,0.328187719685957,0.762628750409931,0.499402793182526,0,1,1,96732408,256
"258",308,8,4,0.5,8,0.114003866445273,0.60850762668997,0.130016900994815,0,1,1,19230764,256
"259",309,8,4,0.5,8,0.37714894884266,0.227313513401896,1.19291741989553,0,1,1,81229315,256
"260",310,8,4,0.5,8,0.614063136279583,0.0646663256920874,1.71164694046602,0,1,1,58786396,256
"261",311,8,4,0.5,8,0.142868680879474,0.486643896903843,2.36812075413764,0,1,1,11154836,256
"262",312,8,4,0.5,8,0.408791568363085,0.687728040851653,1.01705525639234,0,1,1,20256693,256
"263",313,8,4,0.5,8,0.0283639165572822,0.396211065351963,0.136061783996411,0,1,1,20634262,256
"264",314,8,4,0.5,8,0.924142344621941,-0.957366621121764,0.823716104740743,0,1,1,79411000,256
"265",315,8,4,0.5,8,0.442346754716709,-0.10738703655079,7.88987106410787,0,1,1,84328346,256
"266",316,8,4,0.5,8,0.374811307759956,0.38285225816071,1.27237685493659,0,1,1,60864133,256
"267",317,8,4,0.5,8,0.678415021626279,-0.148352607619017,3.2914272849448,0,1,1,99026947,256
"268",318,8,4,0.5,8,0.685223980806768,0.821695419959724,2.98124861577526,0,1,1,22596702,256
